[1],[np.float64(1739401851.653066)],[np.float64(33390214.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.655599)],[np.float64(33390215.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.657978)],[np.float64(33390216.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.6604118)],[np.float64(33390217.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.662951)],[np.float64(33390218.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.665396)],[np.float64(33390219.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.6680052)],[np.float64(33390220.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.670434)],[np.float64(33390221.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.673089)],[np.float64(33390222.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.6754088)],[np.float64(33390223.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.677877)],[np.float64(33390224.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
